author,updated_at,like_count,comments,public
@cprickril,2023-10-25T14:41:08Z,1,This just made my day! Great to see Clovis!✌️,True
@martinpecheur-xh1qp,2023-10-25T13:20:09Z,0,Next time try some local specialties at Stalingrad and Porte de la chapelle. You gonna love it.,True
@josemare,2023-10-25T12:18:14Z,1,the wine flow never stoppin throughout the vid is so real💯,True
@stefanhougaerts4409,2023-10-25T11:49:15Z,0,Come to Brusy Bru! aka Brussels baby,True
@davidlazarus0189,2023-10-25T10:56:26Z,0,"Forget Jay-Z and Kanye in Paris. 
The truth is Action and Clovis in Paris. 
Merci les amis <3",True
@IndefiniteMark,2023-10-25T10:39:39Z,0,Clovis and Action is a vibe,True
@John-iy2ez,2023-10-25T10:26:40Z,0,Man could voice of me having a shit and it would sound like some place you would wanna be,True
@markushoffsten,2023-10-25T10:01:16Z,1,100 ... / Sweden!,True
@giselleveliz4145,2023-10-25T09:23:29Z,0,Action Bronson!!! Lol,True
@Usernamebeingused,2023-10-25T08:27:46Z,2,I’ve watched two shows recently of Nz rugby players travelling France. Somehow Action & Clovis capture more beauty & soul of France in 10minutes than those guys did in an entire series 👌,True
@Johnnytotal,2023-10-25T07:48:25Z,0,"Stoned out of their heads, as always.",True
@maarcuslau,2023-10-25T07:36:24Z,0,We need this forever,True
@KapetinHD,2023-10-25T07:08:57Z,1,"Please, do an episode with the same concept in Rome!",True
@excessivefarce2808,2023-10-25T05:33:34Z,0,holy shit. stoked to see clovis again,True
@henk-janwesterhof4088,2023-10-25T05:23:27Z,0,Best content on Youtube!,True
@sambhrantabashyal,2023-10-25T04:44:03Z,0,Yooo the boys are back,True
@lasagna_breath,2023-10-25T03:54:20Z,1,Clovis is a genre all on his own. Love it.,True
@MichellandJasonTravel,2023-10-25T03:21:56Z,1,"All i can think about is that MAJOR BED BUG ATTACK RIGHT NOW IN PARIS. HEAVY IN FRANCE. Airlines are suffering, next door countries, hotels. the public. STAY SAFE OUT THERE BRAHHH. Fuck that french travel right now lol",True
@martinv893,2023-10-25T02:27:41Z,0,🔥🔥🔥,True
@srik88,2023-10-24T23:23:33Z,1,"Awesome 🎉 let's get it, a series in any city he chooses; of Action, is what I'd like.",True
@starwoldD7,2023-10-24T23:01:21Z,0,🔥🔥🔥🔥🔥 Thanks,True
@Simple_pleasures_,2023-10-24T22:42:51Z,0,I’m a big Bourdain fan… action is on the same legacy line,True
@juliuspietsch809,2023-10-24T22:36:05Z,0,this duo is is fucking incredible,True
@alicemc8774,2023-10-24T21:58:25Z,1,"More , more , more Action!! Your videos from Paris with Clovis are legendary ❤",True
@justaddnoise,2023-10-24T21:34:43Z,0,is the blurring of the cigarettes youtube?,True
@paisano4450,2023-10-24T21:07:45Z,1,why do you think masimo wine taste so good... ur ine  Europe bro !,True
@tyleralphonso199,2023-10-24T20:48:59Z,0,fuvkin love this shit,True
@raff23able,2023-10-24T20:40:31Z,0,Action is the closet thing to the impeccable vibes of Antony Bourdain. Down with people warmth pure Bon vivant. ❤,True
@MeGusta761,2023-10-24T20:32:23Z,0,Coke and weed 😊,True
@JB-sv5pr,2023-10-24T20:26:16Z,1,Pure magic every time ! My fave content on the planet,True
@JB-sv5pr,2023-10-24T20:21:01Z,0,"“How to hang out” 
“All I wanna do is hang out” 

“I know bro!❤”😂",True
@Zedozo,2023-10-24T20:05:04Z,0,DAMNNNN WEE BACCCKKK LETS GOOOOOOOOOOOOOOOOOOO,True
@inthegutter78,2023-10-24T19:37:46Z,0,did they blur out the cigs for lolz?😂😂,True
@Charlessprkley,2023-10-24T19:19:34Z,7,Never fails. Wish these were half hour episodes minimum,True
@richardburakov1998,2023-10-24T18:41:18Z,1,"This september I was travelling around Europe and met up with my best friend in Paris. We went for a day trip to Giverny to check out Claude Monet's home. I brought some magic mushrooms with me from Netherlands where I just came from, so we had a nice little trip among the gardens that Monet painted in his work. It was a magical experience. Then we got back to Paris and went for a dinner to one of my favorite restaurants, smoking a joint right before it to enjoy the meal even more. That restaurant, called Tiger Tiger (widely recommended), is literally around the corner from where this episode was filmed - it's an area near Canal St. Martin and it's my favorite part of Paris - not at all touristic, full of gastronomic pleasure and a nice place to chill - whenever I go there, I feel like I live in Paris and not visit it as a tourist. After the dinner, we went to a Lebanese ice cream shop to eat booza, and to top it all off, we went for a nice little stroll down the Seine. 


It's days like these I will remember my life for. Because, as Action put it: all I really care about is hanging out",True
@hris1473,2023-10-24T18:35:58Z,26,"never let these series end,they bring me so much joy",True
@mishukzoo,2023-10-24T18:35:25Z,2,If this doesn't inspire you to go out there and live life at it's fullest I don't know what does,True
@sessions22,2023-10-24T18:28:48Z,0,Some tell me natural wines i can go buy right now i want to try these but i know I’ll pick the lemon lol put me on,True
@fatboyyatusabes4320,2023-10-24T18:25:54Z,0,Fuckkk yeaaa 🔥🔥🔥🔥,True
@vrostar,2023-10-24T17:56:59Z,0,No fucking way,True
@JDigital123,2023-10-24T17:50:56Z,0,You know your a G when you use chopsticks in Paris. lol,True
@jeffreytubbs8262,2023-10-24T17:32:23Z,1,"From Paris With Love needs to be a recurring TV show. Bring back the old crew as well, Mayhem, Bes, and Alch",True
@Timxtrem1,2023-10-24T16:49:22Z,0,“ALL I REALLY CARE ABOUT IS HANGING OUT” - ACTION,True
@xhevatabdiju3801,2023-10-24T16:45:57Z,0,❤🇦🇱,True
@Paurkchop,2023-10-24T16:30:16Z,0,Anyone is better than Body ; thank the good lord for Clovis,True
@KingDennisJensen,2023-10-24T16:07:49Z,0,This makes me want to lick my monitor.,True
@Jizzzor,2023-10-24T15:59:50Z,0,All I really care about is hanging out :) Word :),True
@charliep9066,2023-10-24T15:43:01Z,0,"Natural wine is flawed wine. It's a fun easy drinking wine, but not serious wine. Action would like vinho verde from Portugal.",True
@zainhassan7537,2023-10-24T15:41:04Z,0,IN Paris With Bed Bugs,True
@adolforedano5917,2023-10-24T15:36:29Z,0,King,True
@bigbelix,2023-10-24T15:29:39Z,0,Lmao why are they censoring Clovis dart in the intro?,True
@ICV26,2023-10-24T15:21:46Z,0,Bronson just knows how to live.,True
@jizzo3,2023-10-24T15:09:10Z,0,Never stop!,True
@cushmanexpedition,2023-10-24T14:33:22Z,0,"When your Hanging Out 101 class comes out, let the people know 😂. Love to take it. Keep spreading the love action",True
@katosigmarsrensen2343,2023-10-24T14:16:16Z,0,Love it,True
@user-vg5rv5xf4u,2023-10-24T13:59:12Z,0,"Action Bronson ""This is the piss I would drink""",True
@3eRecords,2023-10-24T13:48:52Z,0,🖤,True
@sean1232,2023-10-24T13:26:13Z,0,parigi is italian xd,True
@emi786,2023-10-24T13:26:12Z,0,"I always watch your show when I'm eating, otherwise, it's a bit to hard to watch, next thing you opening the fridge doors..",True
@lkhrispy8594,2023-10-24T13:14:39Z,0,MY FAVORITE SHOW OF ALL TIME,True
@FishyMango,2023-10-24T13:09:29Z,0,The dude behind them @ 3:35 is so fucking blasted that he's cross-eyed,True
@010FRnr1,2023-10-24T13:05:33Z,0,Natural wine suck though...tastes like Very sour grape juice. And it's very expensive... For the rest I love the food they eat,True
@JordanLR,2023-10-24T13:02:46Z,0,Disclaimer guys drinking your own piss isn’t good for you 😂,True
@timbuktu777,2023-10-24T12:26:05Z,0,Try not to go back to the states with bedbugs Action!,True
@filippo4755,2023-10-24T11:54:55Z,0,Best series fuck yeahhh,True
@phillycoolinaria855,2023-10-24T11:49:52Z,1,Stoner's Michelin guide 😄,True
@Seiji504,2023-10-24T11:11:34Z,0,We lost Anthony Bourdain but thank god we have Action Bronson.,True
@Seiji504,2023-10-24T11:09:56Z,18,"I prolly watched the Paris series with Clovis at least 100 times. 
His energy with action is just 💯 
Love to both of you.",True
@Alan.livingston,2023-10-24T10:58:47Z,0,"Love it. Just sitting on the street, eating, getting shitfaced, having a laugh.",True
@J8D8,2023-10-24T10:55:24Z,0,Natural wine and fried chicken.. that should be a thing!,True
@MPOTW,2023-10-24T10:44:05Z,2,"Matching up to the quality and vibe of the original From Paris with Love was going to be difficult - I think you've done it Action, well done.",True
@dominic7178,2023-10-24T10:37:39Z,1,Love these episodes,True
@philpheburbs,2023-10-24T10:23:18Z,0,"Man, this show has drifted so far from what made it unique in the first place: a no nonsense rapper checking out excellent authentic, but non-establishment, food joints off the beaten track... On all these recent episodes, it's just a bunch of old wealthy men in fine dining environments - just like traditional cooking shows. WHAT'S THE POINT?",True
@zymonparty9735,2023-10-24T10:08:36Z,0,clovis is Jean Dujardin with long hair.,True
@paulmikael7955,2023-10-24T09:39:15Z,0,"Bestshow ever. Everting u need. Paris, wine, Clovis and Bronson. I see the Y show, i never finish them. Paris min amour:)",True
@Untheiceman,2023-10-24T09:33:27Z,1,"Iceman XQ here glazing drumsticks like a superbowl party pounded white pepper corns flavoring your taste buds will be savoring 
Putting hearts under siege favorably",True
@oliverkovarik5791,2023-10-24T09:29:25Z,0,GREAT BUT MAKE THEM LONGER,True
@davemale,2023-10-24T09:22:56Z,0,I drink too much but there is no way they are remembering that last meal lmao,True
@oliverkovarik5791,2023-10-24T09:20:12Z,0,Clovis is something else,True
@Jeffadw,2023-10-24T09:17:09Z,2,"What a nice addition to the series to light out the wines and show the names etc.! In the past series in Paris en Barcelona I tried and tried to read the labels while Action and Clovis were drinking them, but never managed to find the bottles 😅😂",True
@ballcardaddicts9452,2023-10-24T09:10:59Z,0,TOP NOTCH VIEWING,True
@jeejbeej,2023-10-24T09:07:35Z,3,"This is amazing, I was a bit worried it could never match the original, but I was wrong.",True
@EliaMedri,2023-10-24T09:04:50Z,1,"Action and Clovis one of the best couple ever, i miss this good energy so much!!! so happy you made another video together",True
@phillipmelendez2826,2023-10-24T08:59:53Z,0,They blurring the joints now?? Makes me feel like an og for having seen other vids he's done with Clovis,True
@whyaretheyalltaken,2023-10-24T08:54:28Z,1,"In love with these series. Clovis is my hero,",True
@l29z,2023-10-24T08:52:32Z,0,3:25 secret icespice cameo in the back,True
@phatop10,2023-10-24T08:40:26Z,0,"I wanted  to drink some wine 🍷while I was  watching this, and I dont even drink alcohol.  🥂",True
@kamas5779,2023-10-24T08:33:54Z,1,the only thing which i got from this episode is thay Action MUST take a walk to Poland and try food there... this would be EPIC,True
@chefcamsey1375,2023-10-24T08:29:58Z,0,😊❤,True
@Roger-tv7sf,2023-10-24T08:18:24Z,1,Beautiful laughs never had natty wine might have to try keep it up champ,True
@pacizalive1759,2023-10-24T08:09:48Z,2,"as a Parisian die hard fan of Bronsolini, this series just sparkles my eyes up",True
@brpk6631,2023-10-24T07:57:40Z,0,Clovis my mannnn,True
@klarkolofsson,2023-10-24T07:47:00Z,0,Celebrating life!,True
@DrBurko,2023-10-24T07:45:53Z,1,The best! I can’t get enough of Action and Clovis.,True
@user-bc1rk9km4i,2023-10-24T07:19:25Z,0,OH YES ! The  Legendary Part 2 !!!,True
@papaspears5035,2023-10-24T07:16:56Z,0,Loving it baby. I Got the book now you're popping off like Michael Floyd. Check him out. He's dead now but he's a rock star super chef in my eyes.,True
@MrDaminou,2023-10-24T06:36:39Z,0,"it's ""Le retour"" and not ""Le retours""",True
@deniztav,2023-10-24T06:35:42Z,0,fuck yeah,True
@esa.setiawan12,2023-10-24T06:35:17Z,1,i love this kind of duo... Action x Clovis,True
@toppelepoppe,2023-10-24T06:26:12Z,0,Where is PART ONE?,True
@wavyshaxx4866,2023-10-24T06:12:02Z,0,CLOVISSSS FINALLY THE RETURN AND HE CAME BACK WITH A LUSCIOUS MANE ❤️💇🏼‍♂️,True
@The_Fazz,2023-10-24T06:11:56Z,1,"unreal episode, god damn id share a wine with action any day",True
@mr_ambles,2023-10-24T06:02:18Z,0,"King Babass, Prince Clovis and Mr. Delicatessen 🧠",True
@johnmcauslan4620,2023-10-24T06:00:12Z,0,Bro no way we got another FTD in Paris with Clovis. 🎉🎉🎉,True
@MikeD-hn9hf,2023-10-24T05:26:23Z,0,Yoooo I have to stop watching this until I have enough doubloons to teleport 🙈,True
@hannahraedobre,2023-10-24T05:23:47Z,0,‘I’m going to share with the ladies’ 🥺,True
@owenhido,2023-10-24T05:13:28Z,0,The best series ever,True
@eurobubble7068,2023-10-24T05:11:02Z,1,"nothing more french than drunk, open shirt Clovis.",True
@blels222,2023-10-24T05:07:03Z,0,Yo Bronson can you make a list of wine we can get out here in the US seeing you drink wine makes me want to try it !,True
@bavariasuhl,2023-10-24T04:58:19Z,0,wheres part 1,True
@Rscmgw23,2023-10-24T04:45:57Z,0,🔥🔥🔥,True
@Scuuuuuubbaaaaa,2023-10-24T04:43:00Z,0,Incredible watch,True
@TheMajestyD,2023-10-24T04:32:01Z,0,Great episode,True
@victorlui5955,2023-10-24T04:30:17Z,0,I wantbto be the natural wine & fried chicken pairing 😍🖤🥰,True
@victorlui5955,2023-10-24T04:25:26Z,0,"Hi Mr. Action Bronson!!! Imma wild turkey mixed with corn bread & a wheat thin!!! Muahahahaha!!! Oh, Mr. Clovis!!! 😍🖤🥰🍻🍺",True
@JohnSmith-xn3yg,2023-10-24T04:19:28Z,0,Blur the cigarette like a Japanese girl's tuna taco.,True
@jamesteller1,2023-10-24T04:12:38Z,0,Love love love !!!!,True
@shreekarki1771,2023-10-24T04:01:20Z,0,I want a gentle kiss from Action,True
@luisvanegas1039,2023-10-24T03:41:30Z,0,My new goal in life it to make enough money to live like this!,True
@user-mr2bk7ku9x,2023-10-24T03:35:45Z,1,God damn it I love Clovis even more after this episode lmao DUDE IS A VIBE!,True
@danieldrkness7489,2023-10-24T03:34:15Z,0,action getting fat again.,True
@giovannimaccarone9352,2023-10-24T03:33:06Z,0,Murse,True
@bryanvilleda4800,2023-10-24T03:32:48Z,0,Hell yea clovissssss 🔥🔥🔥🔥,True
@bryanvilleda4800,2023-10-24T03:32:35Z,0,🔥🔥🔥🔥,True
@BaltimoreBrooks,2023-10-24T03:32:08Z,0,sad you canceled baltimore hope everything is okay!,True
@bryanvilleda4800,2023-10-24T03:32:06Z,0,🔥🔥🔥🔥,True
@jamespayne9218,2023-10-24T03:27:31Z,0,Why are they blurring the cigarette?,True
@j0sh707,2023-10-24T03:22:50Z,0,They really blur a cigarette?,True
@Andrewnutrition,2023-10-24T03:21:56Z,3,This series needs a Pulitzer prize,True
@Andrewnutrition,2023-10-24T03:21:49Z,0,This series needs a Pulitzer prize,True
@southerncruiser1281,2023-10-24T03:17:02Z,0,Best show on earth. This is what heaven will be like.,True
@Djahpa,2023-10-24T03:13:28Z,0,Muito bom fio,True
@altacalifornio5375,2023-10-24T03:09:18Z,0,Go to Le doyenne,True
@bethdoublekickchick8007,2023-10-24T03:03:23Z,0,Really?  They had to blurr out the cigarette?  Censorship is out of control 😂,True
@mikeyestrada1674,2023-10-24T03:01:20Z,0,DENMARK DO DENMARK,True
@joefyke4868,2023-10-24T02:56:08Z,0,We need more!,True
@AbsentSilhouettes,2023-10-24T02:53:54Z,0,"The absolute cure for my sessonal depression, thank you.",True
@Atomicpunk101,2023-10-24T02:52:51Z,1,The best content on youtube - outrageous that we get this for free. Ty bronsolino,True
@user-nh1yi1ry3r,2023-10-24T02:49:22Z,0,Them two fire together man best duo on food,True
@IBringTheNapkins,2023-10-24T02:41:51Z,0,No one shows it better than BRON,True
@RealNyGiantsMafia,2023-10-24T02:37:19Z,0,That Bosquet natural wine looked & poured out like back in the day St Ides flavored 22,True
@MedelGeorge,2023-10-24T02:27:09Z,0,Give me a HELL YEAH!,True
@Furiouspig1,2023-10-24T02:20:34Z,0,Can’t get enough….,True
@BORDEMER78,2023-10-24T02:19:42Z,0,since the EP01 they look so old lol,True
@aaronkirkland212,2023-10-24T02:16:47Z,0,The god of entertainment laying it down home style.,True
@dam8087,2023-10-24T02:02:56Z,1,"Action, Clovis, wine, weed and amazing food is ALWAYS top content",True
@wyetti,2023-10-24T01:59:46Z,1,Lemme get about two more hours of this,True
@isaiahrivera1720,2023-10-24T01:55:09Z,1,Every single thing on this episode looked 🔥🔥,True
@herts9999,2023-10-24T01:53:28Z,0,That's the juice!,True
@nailzbyalisha-rf7um,2023-10-24T01:50:47Z,0,you are a cool guy,True
@francoissuave6389,2023-10-24T01:30:00Z,0,When was it?? Too bad i didnt spot you around,True
@angelmendible,2023-10-24T01:11:15Z,0,So happy you brought him back the French guy he is a kool kat,True
@NinetyTwoNoodles,2023-10-24T00:52:30Z,0,I miss the old show.,True
@travisdove3974,2023-10-24T00:46:21Z,0,Lmao why they blurr out him sparking up a cig ahhahah,True
@brianbenedict8374,2023-10-24T00:38:54Z,1,These are the best vids no matter where you are!!!,True
@calvindirkmaat,2023-10-24T00:38:18Z,0,Deeelish,True
@joshhillis7388,2023-10-24T00:33:15Z,0,"My god, I love you and Clovis... But no one needs to drink piss for Gatorade.. get that out yo life",True
@georgekoudsie7284,2023-10-24T00:31:12Z,0,"Please keep calm sm times
Too much talking when no needeed",True
@ScarThevillain,2023-10-24T00:29:46Z,1,Damn this Brought back memories from the early travel vlogs back when no-one believed in the process man still making shit happen. That’s dope asf,True
@SuperDodoe,2023-10-24T00:27:55Z,0,"one of the best if not the best episode
 yet,  ty",True
@alexbaek4744,2023-10-24T00:18:31Z,0,"Idk why but I get Bourdain vibes from Bronson, the greats 🙏🏼",True
@spoken2,2023-10-24T00:14:46Z,0,Clovis is still alive ??? My guys 😂,True
@sid_in_850,2023-10-24T00:10:00Z,0,Fuck that looks delicious!,True
@manueltrujillo806,2023-10-24T00:05:15Z,0,I wanna be as cool as you Action 😩 the GOAT,True
@toxictator4561,2023-10-24T00:02:39Z,0,Flawless Victory .,True
@nghiemle5770,2023-10-23T23:58:55Z,0,3:09 Clovis just hugging Action so hard.,True
@jonderic,2023-10-23T23:58:25Z,2,"Action blessing us with another Paris trip. Good to see y’all here once again, hope everything’s doing well.",True
@vincentcohen2164,2023-10-23T23:52:01Z,0,this takes me back to being a stoned 15 year old dreaming about walking the streets of paris smoking hash and drinking wine,True
@twokings8634,2023-10-23T23:51:26Z,0,This is a piss I would drink.,True
@alexandercavazos2732,2023-10-23T23:48:12Z,0,I was trippin cuz I swear I seen a video with this title before but I saw the time stamp and got excited anyways 💯❤️‍🔥😮‍💨,True
@FKSTetristan,2023-10-23T23:46:37Z,1,Je rêve d’une rencontre culinaire Action Bronson / Gerard Depardieu . Faites que ça arrive putain,True
@calzzz5610,2023-10-23T23:44:30Z,7,"I was just telling my friends the other day how the first part to this series is one of my absolute favourites on YouTube. This is such a blessing, thank you Action ❤",True
@tractioncontroloff9796,2023-10-23T23:42:53Z,0,Hanging out really is the best! I never really thought about how much I like it! To hangin’ out 🥂,True
@MikeGomez-hw2kp,2023-10-23T23:36:24Z,0,he needs to hit up CDMX one day for an episode,True
@arthurlelles2421,2023-10-23T23:35:15Z,0,Come to Brazil,True
@brianroy7382,2023-10-23T23:30:32Z,0,Paris is to be experienced luvs all,True
@bob-yu7mq,2023-10-23T23:30:22Z,0,Where’s mayhem and body?,True
@jamesrjoslin,2023-10-23T23:29:07Z,0,"This, so amazing !",True
@TheBdomijan,2023-10-23T23:16:50Z,2,Love me some Clovis in your episodes!!! i can tell he knows how to PARTY in the correct way!!!!.....yes sir!!!!,True
@TheNickle166,2023-10-23T23:12:23Z,0,damn two Arbois Pupillin Houillon's like it's nothing 💀,True
@tonybehaviour9945,2023-10-23T23:11:07Z,0,YEEEES !,True
@JimBaLimBus,2023-10-23T22:57:39Z,0,Partida Creus 😉,True
@sylarfx,2023-10-23T22:56:26Z,0,C'est la vie. Savoir vivre.,True
@GrooveBiscuit95,2023-10-23T22:53:57Z,0,8:35 lmao,True
@drinkM8JITO,2023-10-23T22:52:18Z,0,WHERE IS THE REST ????,True
@ludwigsagan9663,2023-10-23T22:49:27Z,0,South america is waiting for u actioon,True
@saraiedana2221,2023-10-23T22:48:16Z,0,Your France videos are my favorite,True
@T_Dot94,2023-10-23T22:47:49Z,0,That French dude looks and sounds like he's from an Action Bronson song.,True
@marcorizzolo5618,2023-10-23T22:45:32Z,1,I hope trough you guys people get more and more into natty wines! xx,True
@EuleFtw,2023-10-23T22:44:32Z,1,"I can surely speak for many, we need more of this!",True
@alique3900,2023-10-23T22:40:43Z,0,"like a little kiss, no tongue",True
@russasher6962,2023-10-23T22:39:42Z,0,"The Passion Shines Through
Thanks for Sharing the Uplift
The People that makes these places what they are.
Plus Ses Change Right.
LIFE is A Gift be Present",True
@cradle1one,2023-10-23T22:39:40Z,0,"id compare this series to the modern day parts unknown, truly an experience.",True
@jacksondale6618,2023-10-23T22:38:39Z,1,So excited for this journey again!,True
@bigfootseahawk9997,2023-10-23T22:36:03Z,0,This made me not want to go to Paris 😂 Im good bruh,True
@mjdf122,2023-10-23T22:28:42Z,0,Me Action and Clovis had many of great times at VICE Media,True
@mjdf122,2023-10-23T22:28:12Z,0,Ochin Clovis 🍇 the good days,True
@mjdf122,2023-10-23T22:27:35Z,0,Any corner you stand on is charming,True
@patrickwalsh2869,2023-10-23T22:25:53Z,1,"I got into Natural Wine from the first time I saw Action Drink Susucaru. I went to my now favorite wine shop Maine & Loire here in Portland Maine. They changed my life. Years later, when I was heading to Paris, the owners of that special wine shop told me I HAD to go to Early June. I went, ordered the entire menu and THEY changed my life too. Now to see Action going there and experiencing that is wild. Natural wine, great food and hanging out with beautiful people is what life is all about. From Portland With Love… 🤍",True
@Motavation,2023-10-23T22:23:43Z,1,"I always enjoy clovis in the videos, but this time around, he literally laughed at every word Bronson said.",True
@markojovcic8917,2023-10-23T22:18:52Z,0,"That is Crack ,like the whole Idea too .",True
@CHICHI816,2023-10-23T22:09:40Z,0,I been waiting for years for his return back to france,True
@liou071,2023-10-23T22:07:26Z,1,I live literally 10 meters away from the first place in the video. I cant believe these 2 legends were right next door and i missed them!,True
@JBones07,2023-10-23T21:57:20Z,0,Peace from California! ✌🏽,True
@PursuingValhalla,2023-10-23T21:54:15Z,0,we need an action clovis collab. for fucking real.,True
@kennywise1,2023-10-23T21:51:27Z,0,Clovis looking good bro 👌👍 more Clovis. Especially in nyc hood pizza spots yoo,True
@patalo299,2023-10-23T21:50:00Z,0,Ahah they’re back !,True
@emileavon5162,2023-10-23T21:48:16Z,0,merci!!!!!!,True
@sebastianlohmann7544,2023-10-23T21:42:37Z,6,Imagine hanging out with these guys. Couldn’t think of a better setting. Love yet another banger episode. Thank you.!,True
@cantfrontonme,2023-10-23T21:40:13Z,0,I wish this wine was sent to New Zealand 😭,True
@YoungManDub,2023-10-23T21:36:27Z,4,Where's Alc? Body? Mayhem,True
@mattymystic2761,2023-10-23T21:32:40Z,2,"BIG VIBES FROM CLOVIS N BRONSON, NOW ITS TIME FOR AN EPISODE WITH BODY AND MAYHEM!!",True
@fuzzyscreentv9414,2023-10-23T21:29:14Z,0,Fucking love action in fuck that’s delicious 😎,True
@Cubinze,2023-10-23T21:28:15Z,1,"Keep visiting other countries, I love seeing you explore the cultures.",True
@jamesphillips5926,2023-10-23T21:25:07Z,0,"On the piss drinking red wine , smoking malborough gold and eating good French food and French women. All in Paris ❤❤❤",True
@goslinggosling,2023-10-23T21:21:53Z,0,"Bro I’m upset every time, need longer episodes ✊🏾",True
@emilysheppardart,2023-10-23T21:19:10Z,0,Love your realness,True
@MrNiiice1,2023-10-23T21:18:31Z,0,Suuper boring episode. 😢,True
@Eddie_Gee,2023-10-23T21:15:31Z,0,Love your rep’in Vélez bag Colombia 🇨🇴,True
@kent-ingestensen5371,2023-10-23T21:11:58Z,0,I love cloviss😂,True
@davidobrien8477,2023-10-23T21:10:50Z,0,Why blur the cigarettes?,True
@goslinggosling,2023-10-23T21:10:20Z,0,💥💥💥💥,True
@lexthesavior,2023-10-23T21:08:07Z,0,Can’t believe they blurred the cigarette,True
@scotiscoti,2023-10-23T21:03:55Z,0,FIRE,True
@reliveclothing9890,2023-10-23T20:51:22Z,0,Cloviiiiiiiiiiiiiiiiiis,True
@mgbdub2007,2023-10-23T20:47:22Z,0,Perfection,True
@305flguy,2023-10-23T20:45:56Z,0,Action lit !!!!!,True
@enzo6804,2023-10-23T20:45:32Z,0,yes,True
@_zacm_8583,2023-10-23T20:44:23Z,0,"Merci beaucoup, action!",True
@secretbandreappears244,2023-10-23T20:44:02Z,0,"""all i really care about is hanging out""",True
@chrism992,2023-10-23T20:42:40Z,0,Okay but where did he get the shoes?,True
@matteotoso5763,2023-10-23T20:41:10Z,1,What a vibe! Europe in a video !,True
@marquezyoung8440,2023-10-23T20:40:52Z,1,10:38 FIRE,True
@martinblattner9957,2023-10-23T20:40:08Z,1,This is what it is all about! Enjoying life and good food and wine! Paired with the vibes of these amazing people!,True
@SHPRDSofficial,2023-10-23T20:39:05Z,0,"I get angry when i see a new ftd video, in a good way",True
@Wishfuldrinking,2023-10-23T20:35:23Z,0,Finally watched a video while eating. I still got hungry 🙏,True
@bud6956,2023-10-23T20:27:53Z,0,Lets gooo!!✌💚🇨🇦,True
@AreyouthirstyTV,2023-10-23T20:27:14Z,2,this show makes me want to get into wines.,True
@kindabluejazz,2023-10-23T20:22:28Z,0,Drinking urine is not healthy or safe. This nonsense is old wives-tale stuff that has been 100% debunked by science.,True
@SandroM_,2023-10-23T20:17:16Z,1,"Only 10 minutes?
Expected more, but was nice watching the new footage",True
@604Anonymous,2023-10-23T20:15:10Z,1,Love how he's transition from mainly rapping to food personality. Livin' a wonderful life Action <3 from Canada!,True
@happythoughts700,2023-10-23T20:12:00Z,1,"NO FUCKING WAY THIS ACTUALLY HAPPENED BROOOOOOOOOO I CAN FUCKING CRY HAPPY, THIS IS THE BEST. this fucking channel bro. Its too fuckng good. Everyone wanted to see this, and they did it. Every video is a classic, and this is legendary. thanks for this epic content lets FUCkING GO",True
@ganjapatient0302,2023-10-23T20:11:45Z,0,Peace from Berlin Brotha!,True
@Burrr,2023-10-23T20:08:01Z,0,action when is scHoolboy gonna get in an episode you two are hella funny together,True
@vicjo12,2023-10-23T19:58:05Z,0,CLOVIS is the man,True
@brandonyttri459,2023-10-23T19:57:58Z,0,"""all I really care about is hanging out"" ",True
@TLVRBL,2023-10-23T19:48:00Z,0,Another classic 🍷,True
@vinbags,2023-10-23T19:43:53Z,0,Brilliant!,True
@Luka-hc5vx,2023-10-23T19:43:39Z,0,Salute,True
@Luka-hc5vx,2023-10-23T19:43:29Z,0,Clovis the mad man,True
@Luka-hc5vx,2023-10-23T19:43:12Z,0,Big bam bam,True
@Stifflers_Grandson,2023-10-23T19:36:18Z,1,LOVE <3,True
@brodywinrow9222,2023-10-23T19:35:41Z,0,Clovis needs to be in my life lol,True
@jacktrippa1058,2023-10-23T19:35:21Z,0,Lmao my boy Hella throwed,True
@justin-kurtgurel6829,2023-10-23T19:29:02Z,0,10 minutes a outdoor seating area repetitive eating in paris city street,True
@heisenbergwhite1776,2023-10-23T19:27:01Z,0,Paris is lil africa,True
@KingMichy,2023-10-23T19:20:32Z,0,"""There's a slew of characters that are always around, that make up the fucking fabric of chilling""",True
@alexanderriedl1213,2023-10-23T19:20:00Z,0,monty python lol,True
@m.gscott5972,2023-10-23T19:12:38Z,0,This is ART ❤ i love u guys keep m coming,True
@perry7777,2023-10-23T19:08:16Z,0,The scallion pancake w the beef tongue/cheek had me lose my mind.,True
@timothylunt2907,2023-10-23T19:07:21Z,1,"Honestly, Action is the reason I'm on the internet right now",True
@tabby4489,2023-10-23T19:05:40Z,0,just came to see what natty wine is going to be on my insta discover page for the next month x,True
@whitebuffalo4904,2023-10-23T19:03:16Z,20,"man, i could not stop grinning ear-to-ear watching this. for as at-home as action is in new york, i feel like he's especially in his element in paris (and europe in general). it's so beautiful observing him like that. and ochin brings the best out of him always over the years- brilliant friends/collaborators. fucking love this, cannot wait for what's to come. yo action, you gotta' get a crib over there in time- you belong there! 6 months there, 6 months there, let's go!",True
@mikeoxlong5342,2023-10-23T19:01:25Z,0,Anthony Bourdain would be proud my friend. Love.,True
